product_id,product_name,category,price,image_url,description,size
top39,[2PACK] 쿨 코튼 티셔츠 화이트+화이트,상의,"31,761 ~ 36,550원",https://image.msscdn.net/images/goods_img/20240419/4068323/4068323_17159362647344_500.jpg,https://www.musinsa.com/app/goods/4068323,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
top40,[쿨탠다드] 릴렉스 핏 크루 넥 반팔 티셔츠 [블랙],상의,"19,104 ~ 19,900원",https://image.msscdn.net/images/goods_img/20200407/1388775/1388775_17132504902842_500.jpg,https://www.musinsa.com/app/goods/1388775,"['S', 'M', 'L', 'XL', '2XL', '3XL']"
top41,[쿨탠스] LV3 벤틸레이션 숏 슬리브 [블랙],스포츠/레저,"21,892 ~ 23,900원",https://image.msscdn.net/images/goods_img/20200528/1466038/1466038_17156654864152_500.jpg,https://www.musinsa.com/app/goods/1466038,"['S', 'M', 'L', 'XL', '2XL']"
top42,릴렉스 핏 크루 넥 반팔 티셔츠 [다크 그레이],상의,"10,646 ~ 11,090원",https://image.msscdn.net/images/goods_img/20190327/996179/996179_17047044446827_500.jpg,https://www.musinsa.com/app/goods/996179,"['S', 'M', 'L', 'XL', '2XL', '3XL']"
top43,후디드 스웨트셔츠 [멜란지 그레이],상의,"32,726 ~ 34,090원",https://image.msscdn.net/images/goods_img/20190201/947078/947078_17025200495355_500.jpg,https://www.musinsa.com/app/goods/947078,"['S', 'M', 'L', 'XL', '2XL', '3XL']"
top44,LOCATION CREWNECK [PASTEL BLUE],상의,"37,311 ~ 40,600원",https://image.msscdn.net/images/goods_img/20180823/836498/836498_17096903963237_500.jpg,https://www.musinsa.com/app/goods/836498,"['S', 'M', 'L', 'XL']"
top45,[2PACK] 페인트쿨링 피그먼트 반팔 SMST4431,상의,"35,820 ~ 39,800원",https://image.msscdn.net/images/goods_img/20210518/1955452/1955452_17156470716899_500.jpg,https://www.musinsa.com/app/goods/1955452,"['M', 'L', 'XL', '2XL']"
top46,24S/S 오버핏 피케티셔츠 (블랙),상의,"34,738 ~ 37,800원",https://image.msscdn.net/images/goods_img/20190430/1031260/1031260_17163582756217_500.jpg,https://www.musinsa.com/app/goods/1031260,"['S', 'M', 'L', 'XL', 'XXL']"
top47,Hair Line Stripe Shirts Sky,상의,"25,553 ~ 31,200원",https://image.msscdn.net/images/goods_img/20170404/533067/533067_4_500.jpg,https://www.musinsa.com/app/goods/533067,"['M', 'L']"
top48,카라 케이블 니트 집업 블랙,상의,"59,800원",https://image.msscdn.net/images/goods_img/20211022/2194649/2194649_5_500.png,https://www.musinsa.com/app/goods/2194649,"['XS', 'S', 'M', 'L']"
top49,클래식 머슬핏 무지 티셔츠,스포츠/레저,"23,894 ~ 26,000원",https://image.msscdn.net/images/goods_img/20210824/2082054/2082054_17120555375356_500.jpg,https://www.musinsa.com/app/goods/2082054,"['S', 'M', 'L', 'XL', 'XXL']"
top50,헤비웨이트 오버사이즈 스웨트셔츠 [블랙],상의,"34,454 ~ 35,890원",https://image.msscdn.net/images/goods_img/20201012/1642887/1642887_16941344654704_500.jpg,https://www.musinsa.com/app/goods/1642887,"['S', 'M', 'L', 'XL', '2XL', '3XL']"
top51,[2PACK] 오버핏 레이어드 롱티셔츠 2PACK KJLT2153,상의,"41,141 ~ 42,900원",https://image.msscdn.net/images/goods_img/20180906/850153/850153_17171399653286_500.jpg,https://www.musinsa.com/app/goods/850153,"['M', 'L', 'XL', '2XL']"
top52,TAG TEE - WHITE,상의,"32,257 ~ 35,100원",https://image.msscdn.net/images/goods_img/20220222/2376233/2376233_17090810653565_500.jpg,https://www.musinsa.com/app/goods/2376233,"['S', 'M', 'L', 'XL']"
top53,오버핏 반팔 옥스포드 셔츠_SPYWE38C41,상의,"26,461 ~ 32,310원",https://image.msscdn.net/images/goods_img/20230214/3080482/3080482_17199685673358_500.jpg,https://www.musinsa.com/app/goods/3080482,"['S[090]', 'M[095]', 'L[100]', 'XL[105]', 'XXL[110]']"
top54,460G 컷 헤비 피그먼트 티셔츠-차콜-,상의,"33,635 ~ 36,600원",https://image.msscdn.net/images/goods_img/20210511/1944612/1944612_17153307977903_500.jpg,https://www.musinsa.com/app/goods/1944612,"['S', 'M', 'L', 'XL']"
top55,LOCATION SHORT SLEEVE [BLACK],상의,"21,505 ~ 23,400원",https://image.msscdn.net/images/goods_img/20190425/1027583/1027583_4_500.jpg,https://www.musinsa.com/app/goods/1027583,"['S', 'M', 'L', 'XL']"
top56,[3PACK] 에어쿨링 드라이 기능성 무지 반팔티,스포츠/레저,"21,045 ~ 22,900원",https://image.msscdn.net/images/goods_img/20210715/2029969/2029969_17151440658556_500.jpg,https://www.musinsa.com/app/goods/2029969,"['SS', 'S', 'M', 'L', 'LL', '3L', '4L', '5L']"
top57,[패키지] NYC LOCATION HOOD T-SHIRTS (13 COLOR) [LRSFCTH331M],상의,"46,550 ~ 49,000원",https://image.msscdn.net/images/goods_img/20200818/1551889/1551889_17170443239071_500.jpg,https://www.musinsa.com/app/goods/1551889,"['S', 'M', 'L', 'XL']"
top58,[2PACK] 제이윈 덤블 기모후드 2PACK (KHHD0748),상의,"62,239 ~ 64,900원",https://image.msscdn.net/images/goods_img/20160927/419333/419333_26_500.jpg,https://www.musinsa.com/app/goods/419333,"['S', 'M', 'L', 'XL', '2XL']"
top59,크루넥 리브 니트 스웨터_블랙,상의,"27,386 ~ 29,800원",https://image.msscdn.net/images/goods_img/20201202/1710327/1710327_1_500.jpg,https://www.musinsa.com/app/goods/1710327,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
top60,[2PACK] 로그 오버핏 기모 후드 2Pack YHHD2302,상의,"63,319 ~ 68,900원",https://image.msscdn.net/images/goods_img/20200922/1615818/1615818_2_500.jpg,https://www.musinsa.com/app/goods/1615818,"['M', 'L', 'XL', '2XL']"
top61,CGP 아치 로고 티셔츠_8COLOR_베이직ver.,상의,"24,997 ~ 27,200원",https://image.msscdn.net/images/goods_img/20220307/2402005/2402005_17170528769856_500.jpg,https://www.musinsa.com/app/goods/2402005,"['S', 'M', 'L', 'XL']"
top62,솔리드 옥스포드 오버셔츠(화이트),상의,"40,200원",https://image.msscdn.net/images/goods_img/20200305/1336290/1336290_3_500.jpg,https://www.musinsa.com/app/goods/1336290,"['S', 'M', 'L']"
top63,The Classic white shirt S40,상의,"56,243 ~ 61,200원",https://image.msscdn.net/images/goods_img/20190812/1116117/1116117_17198152584718_500.jpg,https://www.musinsa.com/app/goods/1116117,"['S', 'M', 'L', 'XL']"
top64,[190g] M-Logo 그래픽 반팔 티 (JP5TSU173WH),상의,"27,478 ~ 29,900원",https://image.msscdn.net/images/goods_img/20200318/1356896/1356896_17144617837559_500.jpg,https://www.musinsa.com/app/goods/1356896,"['S', 'M', 'L', 'XL']"
top65,[2PACK] 021541 레이어드 반팔 티셔츠,상의,"13,936 ~ 15,800원",https://image.msscdn.net/images/goods_img/20210225/1815503/1815503_16974346903486_500.jpg,https://www.musinsa.com/app/goods/1815503,"['구분', 'XS', 'S', 'M', 'L', 'XL', 'XXL']"
top66,우먼즈 크루 넥 크롭 반팔 티셔츠 [블랙],상의,"11,702 ~ 12,190원",https://image.msscdn.net/images/goods_img/20200423/1417716/1417716_17047660836701_500.jpg,https://www.musinsa.com/app/goods/1417716,"['XS', 'S', 'M', 'L', 'XL']"
top67,TE5-SH08 프렌치 스트라이프 셔츠-네이비,상의,"59,700원",https://image.msscdn.net/images/goods_img/20220113/2305840/2305840_2_500.jpg,https://www.musinsa.com/app/goods/2305840,"['Xsmall(여자55~66)', 'Small', 'Medium', 'Large', 'Xlarge']"
